Key	Value
月轮山麓，太一门。\n 年关将至，虽然掌教为突破金丹境界，已闭关数日未曾露面。但举派上下已投身在新年将至的喜悦中，无不振奋…… 	月轮山麓，太一门。\n 年关将至，虽然掌教为突破金丹境界，已闭关数日未曾露面。但举派上下已投身在新年将至的喜悦中，无不振奋…… 
弟子男	弟子男
听说二师兄昨日已经回山，此番历练又有奇遇……竟然寻得一块星髓，真让人眼红。	听说二师兄昨日已经回山，此番历练又有奇遇……竟然寻得一块星髓，真让人眼红。
弟子女	弟子女
是啊，就是不知道二师兄喜欢什么样的女孩子。哎呀！不过说起来，掌教真人此番闭关能进阶[color=#ff0000]上品金丹[/color]的话，我们太一门也称得上的名门大派了！	是啊，就是不知道二师兄喜欢什么样的女孩子。哎呀！不过说起来，掌教真人此番闭关能进阶[color=#ff0000]上品金丹[/color]的话，我们太一门也称得上的名门大派了！
掌教真人修为精深，一定没问题的……哎，你快看，师妹是怎么了，吃饭的时候还一脸不高兴，难道是我惹她不高兴了？	掌教真人修为精深，一定没问题的……哎，你快看，师妹是怎么了，吃饭的时候还一脸不高兴，难道是我惹她不高兴了？
不知道，但是我敢肯定，一定不是因为师兄你……	不知道，但是我敢肯定，一定不是因为师兄你……
角色的大部分信息(属性、情绪、健康等)都可以在角色面板查看到。\n情绪是角色最重要的模块，它反应了角色的喜怒哀乐，表达了角色的需求。\n[color=#9e6404]关心角色的情绪，并试图满足角色的需求，是维持门派良好运转的核心手段。[/color]	角色的大部分信息(属性、情绪、健康等)都可以在角色面板查看到。\n情绪是角色最重要的模块，它反应了角色的喜怒哀乐，表达了角色的需求。\n[color=#9e6404]关心角色的情绪，并试图满足角色的需求，是维持门派良好运转的核心手段。[/color]
查看情绪面板	查看情绪面板
嘿，别瞎琢磨啦！女人的心思呀，只有我们女人知道，你要是想……	嘿，别瞎琢磨啦！女人的心思呀，只有我们女人知道，你要是想……
什么？	什么？
女弟子	女弟子
竟有外道入侵！快迎敌！	竟有外道入侵！快迎敌！
利用WASD或者鼠标中键移动摄像头。	利用WASD或者鼠标中键移动摄像头。
打坐	打坐
等待	等待
我滞留结丹境界已久，奈何今日强敌入侵，我需要冒险突破以力挽狂澜。\n本门修行的《长生轮回经》需要在[color=#ff0000]水属性[/color]环境中才能突破成功,现在需要你帮忙建造寒晶鼎一座，以改变此处的五行风水。	我滞留结丹境界已久，奈何今日强敌入侵，我需要冒险突破以力挽狂澜。\n本门修行的《长生轮回经》需要在[color=#ff0000]水属性[/color]环境中才能突破成功,现在需要你帮忙建造寒晶鼎一座，以改变此处的五行风水。
尊掌门法旨！可是弟子尚为外门弟子，修为不足以忍受寒晶矿附近的酷寒。	尊掌门法旨！可是弟子尚为外门弟子，修为不足以忍受寒晶矿附近的酷寒。
赐你[color=#ff0000]太阳符[/color],此物可让你无视寒冷。速去速回。	赐你[color=#ff0000]太阳符[/color],此物可让你无视寒冷。速去速回。
弟子领命！	弟子领命！
在游戏中，玩家不能直接控制角色，大部分交互指令都是通过命令指定的方式下达。\n点击对应功能按钮后选择交互对象，即可完成交互指令的下达。	在游戏中，玩家不能直接控制角色，大部分交互指令都是通过命令指定的方式下达。\n点击对应功能按钮后选择交互对象，即可完成交互指令的下达。
选中需要装备符咒的角色。	选中需要装备符咒的角色。
点击[装备道具]按钮。	点击[装备道具]按钮。
点击[太阳符]完成装备命令。	点击[太阳符]完成装备命令。
很好，接下来你需要将后山的寒晶矿开采出来并熔炼成寒晶锭。熔炉就在矿山的旁边。	很好，接下来你需要将后山的寒晶矿开采出来并熔炼成寒晶锭。熔炉就在矿山的旁边。
游戏中的资源采集，也通过命令下达的方式来完成。\n游戏中针对不同的资源拥有不同的命令。\n例如[开采]对应[矿石]，[砍伐]对应[树木]。	游戏中的资源采集，也通过命令下达的方式来完成。\n游戏中针对不同的资源拥有不同的命令。\n例如[开采]对应[矿石]，[砍伐]对应[树木]。
发布开采命令	发布开采命令
命令被发布后,角色会根据[color=#ff0000]工作面板[/color]中的配置，自动承接对应的任务，并完成工作。	命令被发布后,角色会根据[color=#ff0000]工作面板[/color]中的配置，自动承接对应的任务，并完成工作。
等待角色完成开采	等待角色完成开采
[color=#ff0000]游戏速度[/color]是一项重要功能，你可以通过屏幕左上方的按钮，或者快捷键来调整游戏速度。\n[color=#9e6404]可以通过SPACE暂停，暂停状态下也可以正常发布命令[/color]	[color=#ff0000]游戏速度[/color]是一项重要功能，你可以通过屏幕左上方的按钮，或者快捷键来调整游戏速度。\n[color=#9e6404]可以通过SPACE暂停，暂停状态下也可以正常发布命令[/color]
加快游戏速度。	加快游戏速度。
等待角色完成开采。	等待角色完成开采。
寒晶矿你已经拿到了，速去熔炉将其制成寒晶锭，身为外门弟子你应该知道该怎么做。	寒晶矿你已经拿到了，速去熔炉将其制成寒晶锭，身为外门弟子你应该知道该怎么做。
生产命令需要在相应的建筑上发布，命令发布后角色会自动搬运原材料，并完成生产任务。	生产命令需要在相应的建筑上发布，命令发布后角色会自动搬运原材料，并完成生产任务。
选择熔炉。	选择熔炉。
点击生产按钮。	点击生产按钮。
添加寒晶锭到队列中。	添加寒晶锭到队列中。
等待生产完成。	等待生产完成。
很好，现在建造一个寒晶鼎来改变我闭关处的五行属性。	很好，现在建造一个寒晶鼎来改变我闭关处的五行属性。
建筑是发展门派的核心内容。使用主材料的不同，建筑也会拥有不同的属性，并以此来影响周围的环境。\n例如：寒晶锭建造的建筑，会使周围的水属性增多。	建筑是发展门派的核心内容。使用主材料的不同，建筑也会拥有不同的属性，并以此来影响周围的环境。\n例如：寒晶锭建造的建筑，会使周围的水属性增多。
五行是游戏世界的重要元素，五行生克影响游戏的方方面面。如[color=#ff0000]境界突破[/color]，[color=#ff0000]建筑风水[/color]，[color=#ff0000]法宝炼制[/color]等等。	五行是游戏世界的重要元素，五行生克影响游戏的方方面面。如[color=#ff0000]境界突破[/color]，[color=#ff0000]建筑风水[/color]，[color=#ff0000]法宝炼制[/color]等等。
以建筑风水为例：\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。	以建筑风水为例：\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。
再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。	再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。
在掌门附近，发布一个寒晶鼎的建造命令。	在掌门附近，发布一个寒晶鼎的建造命令。
是！弟子马上开始进行寒晶鼎的建造。	是！弟子马上开始进行寒晶鼎的建造。
工作计划是外门的核心策略模块，规定了外门弟子的工作优先级和重心。\n工作优先级越往右越低，可以进行高优先级工作时不会进行低优先级工作。\n[color=#9e6404][特别优先]可以将一个工作优先级提高到所有工作之上[/color]。	工作计划是外门的核心策略模块，规定了外门弟子的工作优先级和重心。\n工作优先级越往右越低，可以进行高优先级工作时不会进行低优先级工作。\n[color=#9e6404][特别优先]可以将一个工作优先级提高到所有工作之上[/color]。
在工作计划面板中，为角色勾选[筑工]。	在工作计划面板中，为角色勾选[筑工]。
等待建造完成。	等待建造完成。
做的很好，天时地利皆备，我要开始突破了。你速去激活护山大阵以拖延时间。	做的很好，天时地利皆备，我要开始突破了。你速去激活护山大阵以拖延时间。
弟子遵命！	弟子遵命！
你等贼人，竟然趁老夫闭关犯我太一门，如今我金丹已成，尔等受死吧！	你等贼人，竟然趁老夫闭关犯我太一门，如今我金丹已成，尔等受死吧！
接招，看我太虚神剑！！	接招，看我太虚神剑！！
本座已成上品金丹，我太一门今日便以妖人之血，立威天下！诸弟子听令，速速跟随本座追杀敌人，除恶务尽！	本座已成上品金丹，我太一门今日便以妖人之血，立威天下！诸弟子听令，速速跟随本座追杀敌人，除恶务尽！
众门人	众门人
恭喜您完成《了不起的修仙模拟器》新手教学！\n时长问题无法为您展示游戏大部分内容，这个世界留待您自己去探索了。\n游戏中您可以随时通过右下角的帮助按钮(F11)打开帮助功能，祝您游戏愉快！	恭喜您完成《了不起的修仙模拟器》新手教学！\n时长问题无法为您展示游戏大部分内容，这个世界留待您自己去探索了。\n游戏中您可以随时通过右下角的帮助按钮(F11)打开帮助功能，祝您游戏愉快！
积累木料	积累木料
建造材料加工点，并在材料加工点完成50份木料的制作	建造材料加工点，并在材料加工点完成50份木料的制作
有家可归	有家可归
建造一个房间，并为每个角色分配床铺	建造一个房间，并为每个角色分配床铺
开垦农田	开垦农田
规划一片农田，并将作物设定为小麦。（灵土，沃土肥沃度较高，更适宜植物生长）	规划一片农田，并将作物设定为小麦。（灵土，沃土肥沃度较高，更适宜植物生长）
获得水源	获得水源
建造水井，以获得干净的水源。	建造水井，以获得干净的水源。
粮食储备	粮食储备
积累50份耐储存的食物（烤肉/面饼/果脯）	积累50份耐储存的食物（烤肉/面饼/果脯）
修仙之始	修仙之始
将一名弟子完成筑基，并晋升内门	将一名弟子完成筑基，并晋升内门
建立门派	建立门派
打开右下角的门派面板，建立自己的门派。	打开右下角的门派面板，建立自己的门派。
灵药仙草	灵药仙草
规划一片药田，并将作物设定为灵仙草。	规划一片药田，并将作物设定为灵仙草。
风水堪舆	风水堪舆
建造观星台，并将一个房间的风水调整到吉或者大吉。	建造观星台，并将一个房间的风水调整到吉或者大吉。
尝试突破瓶颈一次，不论成功与否。	尝试突破瓶颈一次，不论成功与否。
符箓绘制	符箓绘制
画一张轻身符，并给一个弟子装备	画一张轻身符，并给一个弟子装备
初涉红尘	初涉红尘
完成秘闻太一石匣（秘闻触发后，通过历练，前往南屏村完成。）	完成秘闻太一石匣（秘闻触发后，通过历练，前往南屏村完成。）
将心境调整到圆润。（选择角色，通过屏幕下方的人物面板，切换至调心模式，角色会专心恢复心境。情绪会影响心境的最大值，想要良好的心境请先保证良好的情绪。）	将心境调整到圆润。（选择角色，通过屏幕下方的人物面板，切换至调心模式，角色会专心恢复心境。情绪会影响心境的最大值，想要良好的心境请先保证良好的情绪。）
参玄悟妙	参玄悟妙
积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）	积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）
领悟道法	领悟道法
参悟一次秘籍。（通过修炼面板-参悟进入参悟树来参悟秘籍。）	参悟一次秘籍。（通过修炼面板-参悟进入参悟树来参悟秘籍。）
法宝炼制	法宝炼制
建造炼宝台，并完成一次法宝炼制。	建造炼宝台，并完成一次法宝炼制。
开炉炼丹	开炉炼丹
建造炼丹炉，并完成一次精元丹的炼制。	建造炼丹炉，并完成一次精元丹的炼制。
结丹修士	结丹修士
将一名修行者突破到结丹境界（选择角色，通过屏幕下方的人物面板，切换至练功模式，可以专攻修炼，以提高境界。）	将一名修行者突破到结丹境界（选择角色，通过屏幕下方的人物面板，切换至练功模式，可以专攻修炼，以提高境界。）
 坐了下来	 坐了下来
☯[size=10]此物{0}，有镇压风水之效。其性属{1}，{2}于{3}{4}{5}方能生效。[/size]\n	☯[size=10]此物{0}，有镇压风水之效。其性属{1}，{2}于{3}{4}{5}方能生效。[/size]\n
须处{0}{1}之境地，	须处{0}{1}之境地，
且	且
☯[size=10]因其性特异，故另有所需：[/size]\n	☯[size=10]因其性特异，故另有所需：[/size]\n
☯[size=10]此物通灵，可泽被房间内角色：[/size]\n	☯[size=10]此物通灵，可泽被房间内角色：[/size]\n
孵化进度：{0:N0}%	孵化进度：{0:N0}%
蕴养中，剩余:{0}天	蕴养中，剩余:{0}天
众生万物	众生万物
点击次数:{0}	点击次数:{0}
停！	停！
点我复制第{0}个	点我复制第{0}个
已存在对应控件:{0}，不需要复制	已存在对应控件:{0}，不需要复制
点我！	点我！
上层界面可以控制子节点中的控件	上层界面可以控制子节点中的控件
控制子节点中的控件	控制子节点中的控件
攻击	攻击
选择一个单位,对其发起攻击。	选择一个单位,对其发起攻击。
逃跑	逃跑
脱离战斗并尝试逃跑	脱离战斗并尝试逃跑
取消建造	取消建造
指定归属	指定归属
制定归属，如果对象是床也会改变房间所有者。	制定归属，如果对象是床也会改变房间所有者。
生产	生产
打开生产面板	打开生产面板
祭祀	祭祀
祭祀仙人遗蜕	祭祀仙人遗蜕
激活	激活
激活剑阵,需要一个角色前来操作，剑阵会在战斗结束后自动关闭。	激活剑阵,需要一个角色前来操作，剑阵会在战斗结束后自动关闭。
除魔	除魔
消耗49点香火值，祖师分身下凡战斗，持续一天。	消耗49点香火值，祖师分身下凡战斗，持续一天。
落地	落地
消耗49点香火值，祖师分身下凡讲道，持续一天。(内门弟子会在选择周围的蒲团或者空地听讲)	消耗49点香火值，祖师分身下凡讲道，持续一天。(内门弟子会在选择周围的蒲团或者空地听讲)
灌顶	灌顶
消耗9点香火值，为一名弟子灌顶，直接赐予其50000点参悟值。	消耗9点香火值，为一名弟子灌顶，直接赐予其50000点参悟值。
赐器	赐器
消耗25点香火值，获得祖师的赏赐。	消耗25点香火值，获得祖师的赏赐。
开光	开光
消耗25点香火值，随机为一个物品提高1~4阶品阶，最高不超过12阶。	消耗25点香火值，随机为一个物品提高1~4阶品阶，最高不超过12阶。
淬体	淬体
消耗25点香火值，为一个外门角色治疗所有疾病，恢复所有器官，并提高五维。	消耗25点香火值，为一个外门角色治疗所有疾病，恢复所有器官，并提高五维。
庇护	庇护
消耗9点香火值，清除所有天气并获得庇护。	消耗9点香火值，清除所有天气并获得庇护。
法宝归阵	法宝归阵
选择一个法宝，将其归入阵法之中。	选择一个法宝，将其归入阵法之中。
撰写内容	撰写内容
在这个建筑上撰写内容，只有一次机会。	在这个建筑上撰写内容，只有一次机会。
敲钟	敲钟
敲响警钟,外门弟子会聚集到周围。	敲响警钟,外门弟子会聚集到周围。
从井里打水。	从井里打水。
点燃	点燃
点燃烟花	点燃烟花
放置物品	放置物品
选择一个物品，将其放在置物台上。	选择一个物品，将其放在置物台上。
丢下物品	丢下物品
将置物台上的物品丢下。	将置物台上的物品丢下。
将这个建筑移动到另一个地方，这个命令会在建筑空闲后被执行。	将这个建筑移动到另一个地方，这个命令会在建筑空闲后被执行。
重建	重建
重新建造这个建筑。	重新建造这个建筑。
采掘	采掘
采掘获取有用的材料。	采掘获取有用的材料。
拆除这个建筑。	拆除这个建筑。
禁用	禁用
禁用这个物品,小人不会对其发起主动交互。	禁用这个物品,小人不会对其发起主动交互。
放置	放置
将物品的一个单位放置到置物台上。	将物品的一个单位放置到置物台上。
熔炼	熔炼
内门弟子将会尝试将这个物品熔炼为灵石。\n每500灵气可以熔炼为一个灵石。 如果是法宝，则法宝的品阶越高，熔炼出的灵石越多。	内门弟子将会尝试将这个物品熔炼为灵石。\n每500灵气可以熔炼为一个灵石。 如果是法宝，则法宝的品阶越高，熔炼出的灵石越多。
装备给与	装备给与
将这个装备给与一个角色，角色会自动前来装备。	将这个装备给与一个角色，角色会自动前来装备。
{0}已经学过这本秘籍了	{0}已经学过这本秘籍了
{0}没有对应的装备槽位了	{0}没有对应的装备槽位了
食用给与	食用给与
将这个物品给与一个角色，角色会自动前来食用。	将这个物品给与一个角色，角色会自动前来食用。
归阵	归阵
搬运这个法宝并将其放置到阵法之中。	搬运这个法宝并将其放置到阵法之中。
安装	安装
将这个建筑安装到地上。	将这个建筑安装到地上。
这个道具似乎已经损坏了	这个道具似乎已经损坏了
开采这个矿石	开采这个矿石
收获这个植物	收获这个植物
砍伐	砍伐
砍伐这棵树木	砍伐这棵树木
移除这个植物	移除这个植物
蕴养	蕴养
蕴养这株灵植，调整灵植的养成趋势，并借此收获一些珍稀材料。	蕴养这株灵植，调整灵植的养成趋势，并借此收获一些珍稀材料。
仓库筛选	仓库筛选
修改仓库储存类型	修改仓库储存类型
重新整理	重新整理
重新整理仓库	重新整理仓库
删除区域	删除区域
删除这个区域	删除这个区域
种植物	种植物
设置种植植物	设置种植植物
选择种植物	选择种植物
生长程度	生长程度
设置种植植物的生长程度	设置种植植物的生长程度
选择生长程度	选择生长程度
生长度:{0:P0} 成熟度:{1:P0}	生长度:{0:P0} 成熟度:{1:P0}
归属分堂	归属分堂
{0}已经拥有一块区域了，要替换吗？	{0}已经拥有一块区域了，要替换吗？
请选择归属	请选择归属
{0}\n堂主：{1}\n\n专精：{2}\n{3}	{0}\n堂主：{1}\n\n专精：{2}\n{3}
指定动物	指定动物
指定动物活动区域	指定动物活动区域
食用	食用
选择并食用一个道具。\n角色会自动食用食物	选择并食用一个道具。\n角色会自动食用食物
选择一个道具,其他角色会将其喂给此角色。	选择一个道具,其他角色会将其喂给此角色。
装备道具	装备道具
装备或者替换一个道具	装备或者替换一个道具
画符	画符
绘制一张灵符。	绘制一张灵符。
将一个普通物品炼制成战斗法宝,需要[color=#FF0000]炼宝台[/color]。	将一个普通物品炼制成战斗法宝,需要[color=#FF0000]炼宝台[/color]。
炼制一炉丹药,需要[color=#FF0000]炼丹炉[/color]。	炼制一炉丹药,需要[color=#FF0000]炼丹炉[/color]。
\n需要炼丹等级:	\n需要炼丹等级:
\n需要灵气:	\n需要灵气:
选择要炼制的丹药	选择要炼制的丹药
传授给低辈弟子符合其境界的秘籍，参悟消耗降低25%。如果是自身弟子，则再额外降低25%。\n当选择了传授多个秘籍后，传授者会逐个等待弟子参悟值足够时再进行传授。	传授给低辈弟子符合其境界的秘籍，参悟消耗降低25%。如果是自身弟子，则再额外降低25%。\n当选择了传授多个秘籍后，传授者会逐个等待弟子参悟值足够时再进行传授。
狩猎	狩猎
狩猎这个动物并进行屠宰	狩猎这个动物并进行屠宰
屠宰这个动物获得产物。	屠宰这个动物获得产物。
搜索这个角色，获得他身上的道具。	搜索这个角色，获得他身上的道具。
搬运并移动这个角色到指定地点。	搬运并移动这个角色到指定地点。
埋葬这个尸体，需要选择一个空闲的墓地。	埋葬这个尸体，需要选择一个空闲的墓地。
晋升内门	晋升内门
将这个筑基成功的弟子晋升到内门	将这个筑基成功的弟子晋升到内门
叫醒	叫醒
尝试叫醒这个人	尝试叫醒这个人
留下这个角色	留下这个角色
门派弟子数量达到上限:{0}。\n你可以扩大门派规模或者将其他弟子踢出门派。	门派弟子数量达到上限:{0}。\n你可以扩大门派规模或者将其他弟子踢出门派。
帮助	帮助
为他提供帮助	为他提供帮助
请教	请教
请教神秘人。	请教神秘人。
劝说	劝说
试着劝说这个人留在门派	试着劝说这个人留在门派
指定一个角色进行劝说	指定一个角色进行劝说
成功率:{0}\n	成功率:{0}\n
我们什么都不会答应你，你走吧	我们什么都不会答应你，你走吧
前往其他地方进行历练	前往其他地方进行历练
选择一个金丹期或以上境界的内门弟子拜师。	选择一个金丹期或以上境界的内门弟子拜师。
请选择合适的内门弟子	请选择合适的内门弟子
阴神夺舍	阴神夺舍
低端夺舍方式，夺取一个无修为活物的身体。永久降低全部属性。	低端夺舍方式，夺取一个无修为活物的身体。永久降低全部属性。
阳神夺舍	阳神夺舍
高级夺舍方式，完全夺取一个无修为活物的身体，无负面作用。	高级夺舍方式，完全夺取一个无修为活物的身体，无负面作用。
跟随	跟随
跟随一个友方角色	跟随一个友方角色
取消跟随	取消跟随
取消跟随当前目标	取消跟随当前目标
[color=#D06508][{0}][/color]已解锁\n	[color=#D06508][{0}][/color]已解锁\n
房间最小面积为4，最大面积为400	房间最小面积为4，最大面积为400
选择建造地点	选择建造地点
(按[keycode]RotBuilding[/keycode]旋转)	(按[keycode]RotBuilding[/keycode]旋转)
[color=#ff0000]已达到最大拥有个数:{0}[/color]	[color=#ff0000]已达到最大拥有个数:{0}[/color]
<font color=#FF0000>地点不适合</font>	<font color=#FF0000>地点不适合</font>
风水:	风水:
选择一个目标	选择一个目标
请选择一个合适的讲道地点	请选择一个合适的讲道地点
请选择一个合适的突破地点	请选择一个合适的突破地点
请选择一个合适的飞升地点	请选择一个合适的飞升地点
请选择一个合适的入定地点	请选择一个合适的入定地点
请选择一个合适的吸灵地点	请选择一个合适的吸灵地点
请选择一个无修为的生物	请选择一个无修为的生物
请选择一个弥留的角色	请选择一个弥留的角色
请选择一具死去的身体	请选择一具死去的身体
请选择一个可以幽淬的物品	请选择一个可以幽淬的物品
请选择一个物品	请选择一个物品
请选择一个可以灵淬的物品	请选择一个可以灵淬的物品
请选择一个物体(植物、矿物、建筑)	请选择一个物体(植物、矿物、建筑)
请选择一个可以赋灵的物品	请选择一个可以赋灵的物品
请选择一个玄牝珠	请选择一个玄牝珠
请选择一株植物	请选择一株植物
请选择合适的摆放地点	请选择合适的摆放地点
请选择一个置物台	请选择一个置物台
请选择要穿上的装备	请选择要穿上的装备
请选择要吃掉的道具	请选择要吃掉的道具
请选择要炼制的道具	请选择要炼制的道具
请选择一个道具	请选择一个道具
请选择一个法宝	请选择一个法宝
请选择一张符纸	请选择一张符纸
请选择一个无修为的同种族角色	请选择一个无修为的同种族角色
请选择一个无修为的异性同种族角色	请选择一个无修为的异性同种族角色
请选择一个角色	请选择一个角色
请选择一个无修为或者弥留中的角色	请选择一个无修为或者弥留中的角色
请选择一个无修为的角色	请选择一个无修为的角色
请选择目标点	请选择目标点
请选择攻击目标	请选择攻击目标
请选择一个要传授的对象	请选择一个要传授的对象
请选择一个释放的目标	请选择一个释放的目标
请选择一个空的墓地	请选择一个空的墓地
请选择一个空闲的丹炉	请选择一个空闲的丹炉
请选择需要灌顶的内门弟子	请选择需要灌顶的内门弟子
请选择一个物品或者实体	请选择一个物品或者实体
这将会打断当前工作，确认立即进行突破吗？	这将会打断当前工作，确认立即进行突破吗？
瓶颈突破	瓶颈突破
旧的傀儡将会被替换掉，确定要继续吗？	旧的傀儡将会被替换掉，确定要继续吗？
确定要对{0}施展吗？这将会导致死亡。	确定要对{0}施展吗？这将会导致死亡。
凝珀之术	凝珀之术
确定要夺舍{0}吗？{1}	确定要夺舍{0}吗？{1}
\n(注意：妖修尚未开放，夺舍后果自负)	\n(注意：妖修尚未开放，夺舍后果自负)
攻击目标为非敌方单位，确定要发起攻击吗？	攻击目标为非敌方单位，确定要发起攻击吗？
修炼速度停滞，无法入定。	修炼速度停滞，无法入定。
寿命不足，无法入定。	寿命不足，无法入定。
选择入定时长	选择入定时长
时长:{2}\n消耗寿元:{0:N0}/{1:N0}   消耗精元：{5}{3:N0}{6}/{4:N0}	时长:{2}\n消耗寿元:{0:N0}/{1:N0}   消耗精元：{5}{3:N0}{6}/{4:N0}
没有可以传授的秘籍或者参悟	没有可以传授的秘籍或者参悟
参悟经验：{0:F0}/{1:F0}\n	参悟经验：{0:F0}/{1:F0}\n
\n提高道行：{0}	\n提高道行：{0}
参悟经验：{0:F0}/{1:F0}	参悟经验：{0:F0}/{1:F0}
\n[color=#ff0000]境界不够({0}/{1})[/color]	\n[color=#ff0000]境界不够({0}/{1})[/color]
\n[color=#ff0000]仅限自行领悟[/color]	\n[color=#ff0000]仅限自行领悟[/color]
你选择了传授多个秘籍，传功者会逐个等待弟子参悟值足够时再进行传授。	你选择了传授多个秘籍，传功者会逐个等待弟子参悟值足够时再进行传授。
请选择秘籍	请选择秘籍
不适合或者已被占用	不适合或者已被占用
地点不可达	地点不可达
该物体没有灵气	该物体没有灵气
无法蕴养	无法蕴养
不是法宝	不是法宝
没有多余的个数	没有多余的个数
该物品不能食用	该物品不能食用
不能放置在此处	不能放置在此处
放置物品到置物台	放置物品到置物台
该物品正在被使用	该物品正在被使用
该物品已经不能开光了	该物品已经不能开光了
该物品不能被灵淬了	该物品不能被灵淬了
找不到物品[灵珀]	找不到物品[灵珀]
灵淬成功率：{0}	灵淬成功率：{0}
该物品已经不能再幽淬了	该物品已经不能再幽淬了
找不到物品[幽珀]	找不到物品[幽珀]
幽淬成功率：{0}	幽淬成功率：{0}
该物品没有灵气	该物品没有灵气
该物品不是玄牝珠	该物品不是玄牝珠
该物品不能作为赋灵对象	该物品不能作为赋灵对象
该植物正在被使用	该植物正在被使用
不能装备或者已被锁定	不能装备或者已被锁定
外门弟子不能装备战斗法宝或秘籍	外门弟子不能装备战斗法宝或秘籍
这个秘籍已经学会了	这个秘籍已经学会了
已经被其他角色绑定	已经被其他角色绑定
没有对应的装备槽位了	没有对应的装备槽位了
不是内门弟子	不是内门弟子
只能传授给低代弟子	只能传授给低代弟子
不能传给比自己境界高的弟子	不能传给比自己境界高的弟子
该角色正忙	该角色正忙
该角色正在被施展神通	该角色正在被施展神通
该角色不能作为目标	该角色不能作为目标
该角色不能再次作为目标了	该角色不能再次作为目标了
该角色已经淬体过了	该角色已经淬体过了
该角色已经失去珀了	该角色已经失去珀了
该角色不能作为夺舍目标	该角色不能作为夺舍目标
该角色不能被吸灵	该角色不能被吸灵
该角色不在弥留状态	该角色不在弥留状态
角色已经死亡	角色已经死亡
该单位不能作为目标	该单位不能作为目标
该对象不能被攻击	该对象不能被攻击
不能作为此技能的对象	不能作为此技能的对象
该物品不能用于炼制	该物品不能用于炼制
没有空闲的个数	没有空闲的个数
灵气不足:{1}({2:N0}) 炼制成功率:{0}	灵气不足:{1}({2:N0}) 炼制成功率:{0}
成功率:{0} 灵气:{1} 心境:{2}	成功率:{0} 灵气:{1} 心境:{2}
该物品不能用于绘制符咒	该物品不能用于绘制符咒
所需灵气不足:{0}({1:N0})	所需灵气不足:{0}({1:N0})
不能用来炼丹	不能用来炼丹
该建筑正忙	该建筑正忙
不能用来埋葬	不能用来埋葬
已经被使用	已经被使用
飞升：{0:F0}人	飞升：{0:F0}人
历练：{0:F0}次	历练：{0:F0}次
炼丹：{0:F0}次	炼丹：{0:F0}次
炼宝：{0:F0}次	炼宝：{0:F0}次
画符：{0:F0}次	画符：{0:F0}次
击杀生物：{0:F0}个	击杀生物：{0:F0}个
击杀修行者：{0:F0}个	击杀修行者：{0:F0}个
制作食物：{0:F0}种	制作食物：{0:F0}种
稀有艺术品：{0:F0}个	稀有艺术品：{0:F0}个
说服成功：{0:F0}次	说服成功：{0:F0}次
习得秘籍：{0:F0}本	习得秘籍：{0:F0}本
弟子死亡：{0:F0}个	弟子死亡：{0:F0}个
内门弟子死亡：{0:F0}个	内门弟子死亡：{0:F0}个
夺舍：{0:F0}次	夺舍：{0:F0}次
入定：{0:F0}秒	入定：{0:F0}秒
搜魂大法：{0:F0}次	搜魂大法：{0:F0}次
夺取寿命：{0:F0}秒	夺取寿命：{0:F0}秒
炼魂：{0:F0}次	炼魂：{0:F0}次
摄神御鬼：{0:F0}次	摄神御鬼：{0:F0}次
炼化尸体：{0:F0}	炼化尸体：{0:F0}
献祭：{0:F0}次	献祭：{0:F0}次
魂体寄生：{0:F0}次	魂体寄生：{0:F0}次
获取镇派法宝：{0:F0}个	获取镇派法宝：{0:F0}个
\n进度：{0:F0}/{1:F0}	\n进度：{0:F0}/{1:F0}
成就 ({0}/{1})	成就 ({0}/{1})
灵气:{0:N0}/{1:N0}	灵气:{0:N0}/{1:N0}
尸体({0:N0}秒)	尸体({0:N0}秒)
弥留({0:N0}秒)	弥留({0:N0}秒)
昏迷	昏迷
濒死	濒死
(发呆)	(发呆)
